invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I112929,C127308,Female,64,Books,5,75.75,Cash,29-08-2021,Zorlu Center
I112931,C846674,Female,69,Clothing,4,1200.32,Credit Card,29-09-2021,Mall of Istanbul
I112933,C376658,Male,29,Clothing,3,900.24,Debit Card,15-10-2022,Metropol AVM
I112934,C326551,Female,28,Cosmetics,4,162.64,Cash,08-02-2022,Metrocity
I112937,C537548,Female,22,Food & Beverage,2,10.46,Debit Card,18-08-2022,Metrocity
I112938,C273068,Female,29,Clothing,5,1500.4,Cash,28-12-2021,Kanyon
I112939,C161366,Female,18,Food & Beverage,5,26.15,Credit Card,07-10-2021,Kanyon
I112942,C177164,Female,44,Clothing,4,1200.32,Cash,21-02-2023,Mall of Istanbul
I112943,C138598,Female,27,Food & Beverage,4,20.92,Credit Card,29-03-2022,Mall of Istanbul
I112946,C295182,Female,44,Technology,5,5250.0,Debit Card,20-12-2022,Kanyon
I112950,C773889,Male,50,Food & Beverage,2,10.46,Debit Card,24-03-2021,Metrocity
I112951,C189958,Male,22,Food & Beverage,5,26.15,Debit Card,20-01-2021,Mall of Istanbul
I112954,C264499,Female,55,Food & Beverage,5,26.15,Debit Card,24-07-2022,Mall of Istanbul
I112955,C579360,Male,40,Food & Beverage,1,5.23,Credit Card,09-01-2021,Mall of Istanbul
I112960,C145508,Male,27,Clothing,3,900.24,Cash,10-07-2022,Mall of Istanbul
I112961,C118856,Female,27,Cosmetics,5,203.3,Debit Card,16-10-2021,Istinye Park
I112963,C279443,Female,46,Shoes,3,1800.51,Debit Card,12-05-2022,Zorlu Center
I112968,C261039,Male,55,Books,5,75.75,Debit Card,24-03-2022,Kanyon
I112969,C110867,Male,66,Clothing,4,1200.32,Credit Card,02-01-2023,Mall of Istanbul
I112970,C327240,Female,56,Food & Beverage,4,20.92,Cash,19-04-2022,Metrocity
I112971,C198336,Female,39,Clothing,3,900.24,Cash,12-10-2022,Kanyon
I112973,C218951,Female,60,Food & Beverage,3,15.69,Debit Card,22-01-2023,Kanyon
I112974,C108467,Female,19,Shoes,3,1800.51,Credit Card,14-12-2022,Metrocity
I112975,C179493,Male,35,Shoes,5,3000.85,Cash,24-06-2021,Zorlu Center
I112976,C371371,Female,45,Toys,5,179.2,Debit Card,08-11-2021,Kanyon
I112978,C329417,Male,49,Cosmetics,2,81.32,Debit Card,24-05-2021,Kanyon
I112980,C254185,Female,60,Clothing,5,1500.4,Credit Card,06-11-2022,Istinye Park
I112983,C297187,Female,33,Souvenir,1,11.73,Credit Card,29-01-2021,Istinye Park
I112984,C206172,Male,58,Shoes,5,3000.85,Cash,12-06-2022,Mall of Istanbul
I112987,C215394,Female,41,Clothing,2,600.16,Cash,16-06-2022,Kanyon
I112989,C762311,Female,68,Clothing,4,1200.32,Cash,04-05-2022,Kanyon
I112997,C461220,Female,64,Toys,5,179.2,Debit Card,27-12-2021,Istinye Park
I112999,C631328,Female,52,Clothing,1,300.08,Cash,17-11-2022,Cevahir AVM
I113002,C258821,Female,18,Clothing,1,300.08,Cash,04-01-2022,Metropol AVM
I113003,C335148,Female,29,Clothing,2,600.16,Cash,18-03-2021,Viaport Outlet
I113004,C213714,Female,62,Clothing,4,1200.32,Credit Card,25-09-2021,Metrocity
I113011,C271841,Female,39,Cosmetics,3,121.98,Cash,10-12-2022,Mall of Istanbul
I113014,C219151,Female,61,Clothing,3,900.24,Credit Card,25-01-2023,Cevahir AVM
I113015,C131792,Female,49,Toys,3,107.52,Cash,18-04-2022,Kanyon
I113017,C443659,Female,49,Cosmetics,5,203.3,Credit Card,27-04-2022,Kanyon
I113021,C335659,Male,63,Clothing,5,1500.4,Cash,24-02-2022,Viaport Outlet
I113025,C666317,Male,44,Technology,5,5250.0,Cash,27-02-2023,Mall of Istanbul
I113027,C166146,Female,29,Cosmetics,3,121.98,Debit Card,03-12-2022,Kanyon
I113028,C262151,Male,38,Shoes,1,600.17,Cash,14-10-2021,Emaar Square Mall
I113030,C299114,Female,20,Clothing,2,600.16,Debit Card,01-06-2022,Metrocity
I113035,C272197,Male,32,Clothing,4,1200.32,Cash,18-07-2021,Zorlu Center
I113047,C236510,Female,50,Clothing,5,1500.4,Credit Card,30-05-2021,Istinye Park
I113051,C131565,Female,52,Clothing,3,900.24,Cash,31-07-2021,Kanyon
I113052,C552528,Male,28,Clothing,4,1200.32,Cash,23-09-2021,Viaport Outlet
I113054,C179484,Male,30,Food & Beverage,2,10.46,Credit Card,05-06-2021,Metrocity
I113055,C261149,Female,43,Technology,3,3150.0,Debit Card,26-12-2022,Mall of Istanbul
I113067,C175155,Female,42,Food & Beverage,4,20.92,Credit Card,17-06-2022,Mall of Istanbul
I113071,C820988,Male,32,Technology,4,4200.0,Cash,15-11-2021,Mall of Istanbul
I113072,C234026,Male,40,Food & Beverage,2,10.46,Credit Card,05-03-2023,Mall of Istanbul
I113074,C256709,Male,27,Toys,1,35.84,Cash,17-11-2021,Metrocity
I113075,C295579,Female,46,Cosmetics,3,121.98,Credit Card,26-09-2021,Metrocity
I113077,C997497,Female,35,Clothing,1,300.08,Credit Card,04-01-2023,Kanyon
I113079,C264551,Female,67,Clothing,5,1500.4,Cash,26-12-2021,Kanyon
I113086,C931139,Male,57,Clothing,3,900.24,Cash,03-06-2021,Emaar Square Mall
I113087,C714171,Male,44,Souvenir,3,35.19,Cash,10-09-2021,Mall of Istanbul
I113088,C330959,Female,28,Food & Beverage,5,26.15,Cash,19-07-2021,Metropol AVM
I113090,C319378,Female,57,Books,1,15.15,Cash,28-03-2022,Metrocity
I113092,C760682,Female,21,Clothing,3,900.24,Debit Card,16-03-2022,Metropol AVM
I113093,C262598,Male,67,Cosmetics,1,40.66,Debit Card,02-02-2023,Metropol AVM
I113100,C478229,Male,63,Clothing,4,1200.32,Cash,21-09-2021,Zorlu Center
I113101,C276300,Male,45,Clothing,1,300.08,Credit Card,14-03-2021,Mall of Istanbul
I113103,C294494,Male,54,Food & Beverage,4,20.92,Credit Card,05-04-2021,Mall of Istanbul
I113105,C169456,Female,32,Cosmetics,1,40.66,Credit Card,31-01-2022,Metropol AVM
I113111,C948541,Female,41,Clothing,3,900.24,Credit Card,12-05-2021,Cevahir AVM
I113112,C333273,Female,19,Technology,1,1050.0,Credit Card,13-03-2021,Mall of Istanbul
I113113,C286422,Male,48,Clothing,5,1500.4,Credit Card,23-04-2021,Kanyon
I113117,C249113,Male,51,Clothing,5,1500.4,Cash,20-08-2021,Metrocity
I113122,C165727,Female,44,Clothing,5,1500.4,Cash,12-04-2022,Mall of Istanbul
I113125,C310679,Female,62,Clothing,4,1200.32,Credit Card,05-11-2022,Forum Istanbul
I113127,C194339,Male,46,Books,4,60.6,Cash,01-01-2023,Kanyon
I113128,C294434,Male,68,Food & Beverage,4,20.92,Cash,22-08-2022,Zorlu Center
I113129,C140260,Male,57,Clothing,5,1500.4,Cash,20-11-2021,Kanyon
I113131,C273743,Female,62,Clothing,4,1200.32,Debit Card,05-07-2021,Istinye Park
I113132,C204100,Female,50,Clothing,5,1500.4,Credit Card,22-12-2022,Istinye Park
I113134,C169370,Male,31,Clothing,5,1500.4,Cash,01-01-2023,Istinye Park
I113136,C204571,Male,21,Clothing,1,300.08,Credit Card,02-12-2022,Istinye Park
I113140,C235030,Female,51,Clothing,5,1500.4,Credit Card,07-02-2021,Zorlu Center
I113143,C266335,Female,67,Toys,1,35.84,Credit Card,19-11-2022,Emaar Square Mall
I113145,C259426,Male,23,Souvenir,3,35.19,Credit Card,08-03-2021,Forum Istanbul
I113150,C158409,Female,56,Food & Beverage,1,5.23,Credit Card,16-05-2022,Metrocity
I113154,C125600,Female,53,Clothing,2,600.16,Cash,19-11-2022,Kanyon
I113157,C904727,Female,54,Clothing,4,1200.32,Debit Card,13-09-2022,Metrocity
I113158,C190708,Female,69,Clothing,5,1500.4,Credit Card,15-07-2022,Kanyon
I113159,C201497,Female,25,Cosmetics,5,203.3,Cash,13-06-2021,Emaar Square Mall
I113162,C305563,Male,35,Food & Beverage,3,15.69,Credit Card,29-12-2022,Zorlu Center
I113166,C332782,Female,31,Clothing,5,1500.4,Debit Card,13-10-2021,Forum Istanbul
I113167,C439858,Female,52,Souvenir,1,11.73,Cash,25-02-2023,Mall of Istanbul
I113173,C318733,Female,69,Cosmetics,4,162.64,Cash,30-09-2021,Metrocity
I113178,C321530,Female,41,Clothing,5,1500.4,Debit Card,07-03-2021,Istinye Park
I113180,C388470,Male,19,Cosmetics,5,203.3,Credit Card,26-01-2022,Metrocity
I113183,C133680,Female,56,Toys,4,143.36,Cash,25-09-2022,Metropol AVM
I113187,C779525,Female,23,Cosmetics,3,121.98,Cash,28-05-2022,Metrocity
I113188,C339897,Male,45,Cosmetics,4,162.64,Cash,21-03-2021,Viaport Outlet
I113189,C115997,Female,37,Clothing,5,1500.4,Cash,11-05-2022,Cevahir AVM
I113190,C136708,Male,61,Toys,2,71.68,Credit Card,04-04-2022,Metrocity
I113191,C190448,Female,58,Food & Beverage,5,26.15,Credit Card,14-08-2022,Mall of Istanbul
I113196,C786803,Female,26,Clothing,2,600.16,Cash,06-01-2021,Metropol AVM
I113202,C167707,Female,20,Toys,4,143.36,Cash,03-04-2021,Kanyon
I113208,C905558,Female,56,Technology,2,2100.0,Cash,01-01-2021,Forum Istanbul
I113210,C780745,Female,22,Shoes,4,2400.68,Cash,25-04-2022,Metrocity
I113217,C173536,Female,23,Food & Beverage,5,26.15,Credit Card,01-05-2021,Mall of Istanbul
I113219,C741497,Male,32,Souvenir,2,23.46,Cash,24-11-2021,Metrocity
I113222,C277517,Male,21,Cosmetics,5,203.3,Credit Card,28-11-2022,Kanyon
I113223,C515348,Female,50,Clothing,2,600.16,Credit Card,22-09-2022,Forum Istanbul
I113224,C272321,Male,28,Toys,4,143.36,Cash,11-01-2022,Emaar Square Mall
I113231,C269368,Female,43,Cosmetics,2,81.32,Debit Card,27-07-2022,Metrocity
I113233,C751659,Female,49,Cosmetics,3,121.98,Cash,18-03-2021,Kanyon
I113238,C142469,Female,39,Clothing,3,900.24,Credit Card,26-12-2022,Istinye Park
I113242,C174790,Male,56,Food & Beverage,3,15.69,Credit Card,29-01-2022,Metrocity
I113246,C305928,Female,30,Cosmetics,1,40.66,Cash,31-01-2022,Mall of Istanbul
I113247,C460211,Male,30,Food & Beverage,4,20.92,Debit Card,24-06-2022,Mall of Istanbul
I113254,C233063,Male,19,Clothing,5,1500.4,Credit Card,21-10-2021,Kanyon
I113263,C116850,Female,69,Clothing,3,900.24,Credit Card,10-01-2021,Kanyon
I113264,C238531,Male,38,Shoes,5,3000.85,Debit Card,28-09-2021,Kanyon
I113270,C181913,Female,40,Food & Beverage,4,20.92,Debit Card,02-09-2021,Viaport Outlet
I113271,C531932,Male,33,Books,5,75.75,Credit Card,20-07-2022,Emaar Square Mall
I113272,C301210,Male,56,Clothing,2,600.16,Cash,19-11-2021,Mall of Istanbul
I113274,C678247,Female,39,Clothing,5,1500.4,Credit Card,27-11-2022,Metropol AVM
I113275,C364710,Female,44,Cosmetics,4,162.64,Credit Card,25-06-2022,Kanyon
I113277,C335943,Female,60,Books,2,30.3,Cash,22-01-2023,Metrocity
I113278,C173757,Male,65,Books,1,15.15,Credit Card,25-05-2022,Mall of Istanbul
I113282,C245511,Male,19,Cosmetics,2,81.32,Credit Card,13-03-2022,Metrocity
I113283,C147593,Female,18,Toys,1,35.84,Cash,12-12-2021,Cevahir AVM
I113286,C192530,Female,31,Cosmetics,2,81.32,Cash,13-01-2022,Mall of Istanbul
I113294,C762576,Female,68,Cosmetics,2,81.32,Cash,26-02-2022,Mall of Istanbul
I113304,C320979,Female,45,Shoes,2,1200.34,Cash,01-05-2022,Metrocity
I113308,C894393,Male,35,Food & Beverage,5,26.15,Cash,12-02-2022,Viaport Outlet
I113312,C171869,Female,51,Food & Beverage,1,5.23,Credit Card,18-08-2022,Mall of Istanbul
I113313,C989288,Female,55,Cosmetics,2,81.32,Cash,14-07-2021,Mall of Istanbul
I113319,C835680,Female,56,Toys,3,107.52,Cash,04-02-2021,Metropol AVM
I113321,C260210,Female,50,Food & Beverage,4,20.92,Credit Card,04-12-2022,Metrocity
I113323,C242570,Female,45,Food & Beverage,1,5.23,Debit Card,05-01-2022,Forum Istanbul
I113324,C199856,Female,41,Clothing,3,900.24,Cash,21-01-2023,Emaar Square Mall
I113329,C254959,Female,28,Cosmetics,3,121.98,Credit Card,25-04-2022,Metropol AVM
I113335,C146022,Female,54,Clothing,1,300.08,Debit Card,13-02-2023,Forum Istanbul
I113336,C204906,Female,69,Technology,2,2100.0,Credit Card,11-05-2022,Cevahir AVM
I113339,C198365,Female,30,Food & Beverage,5,26.15,Debit Card,31-08-2021,Zorlu Center
I113342,C238833,Male,22,Clothing,4,1200.32,Credit Card,31-01-2022,Forum Istanbul
I113343,C244600,Female,57,Toys,4,143.36,Cash,07-10-2021,Emaar Square Mall
I113344,C113046,Female,23,Clothing,5,1500.4,Credit Card,16-05-2022,Istinye Park
I113345,C189689,Male,23,Cosmetics,2,81.32,Cash,23-02-2021,Forum Istanbul
I113347,C252601,Female,19,Food & Beverage,2,10.46,Credit Card,25-07-2022,Mall of Istanbul
I113348,C783388,Female,62,Toys,3,107.52,Debit Card,26-05-2022,Mall of Istanbul
I113351,C757071,Female,39,Clothing,3,900.24,Debit Card,11-02-2022,Metrocity
I113352,C164680,Female,61,Cosmetics,5,203.3,Debit Card,19-06-2021,Metropol AVM
I113356,C258078,Female,20,Clothing,5,1500.4,Cash,19-03-2022,Forum Istanbul
I113357,C118792,Male,49,Shoes,1,600.17,Cash,12-12-2021,Cevahir AVM
I113362,C930312,Male,42,Clothing,5,1500.4,Debit Card,24-04-2022,Kanyon
I113366,C321312,Female,18,Clothing,3,900.24,Debit Card,13-11-2021,Istinye Park
I113367,C566850,Female,25,Cosmetics,3,121.98,Cash,10-08-2021,Emaar Square Mall
I113371,C828588,Male,47,Shoes,1,600.17,Credit Card,13-01-2021,Kanyon
I113373,C161994,Male,19,Clothing,3,900.24,Cash,20-02-2022,Metrocity
I113374,C250494,Female,66,Clothing,2,600.16,Credit Card,24-04-2022,Istinye Park
I113380,C688654,Female,62,Clothing,5,1500.4,Credit Card,14-11-2021,Kanyon
I113382,C263148,Female,18,Clothing,2,600.16,Debit Card,18-06-2021,Emaar Square Mall
I113387,C277686,Female,66,Clothing,4,1200.32,Cash,31-07-2021,Cevahir AVM
I113391,C176920,Male,28,Food & Beverage,2,10.46,Cash,03-01-2023,Metrocity
I113396,C332568,Male,60,Food & Beverage,2,10.46,Cash,22-12-2022,Istinye Park
I113397,C103676,Male,30,Food & Beverage,3,15.69,Credit Card,13-12-2021,Metrocity
I113399,C274619,Female,25,Toys,5,179.2,Credit Card,21-01-2023,Kanyon
I113400,C940846,Female,21,Clothing,1,300.08,Debit Card,13-02-2021,Metrocity
I113403,C120939,Male,18,Food & Beverage,1,5.23,Cash,05-12-2021,Istinye Park
I113404,C729309,Female,55,Cosmetics,3,121.98,Credit Card,20-12-2021,Cevahir AVM
I113405,C284215,Male,51,Cosmetics,3,121.98,Credit Card,21-06-2022,Metropol AVM
I113407,C331794,Female,44,Clothing,4,1200.32,Credit Card,29-03-2021,Metrocity
I113409,C106631,Female,65,Shoes,1,600.17,Cash,22-12-2021,Mall of Istanbul
I113410,C331835,Female,37,Toys,2,71.68,Credit Card,10-01-2023,Kanyon
I113412,C240262,Female,37,Food & Beverage,4,20.92,Cash,06-06-2022,Metropol AVM
I113414,C794654,Female,23,Cosmetics,2,81.32,Cash,31-08-2021,Kanyon
I113417,C212045,Female,20,Shoes,2,1200.34,Credit Card,18-06-2021,Mall of Istanbul
I113419,C242231,Male,50,Books,2,30.3,Cash,03-03-2023,Istinye Park
I113420,C104644,Male,55,Shoes,5,3000.85,Debit Card,11-10-2022,Mall of Istanbul
I113422,C101543,Female,69,Clothing,2,600.16,Credit Card,30-04-2021,Emaar Square Mall
I113425,C139496,Male,57,Food & Beverage,4,20.92,Credit Card,10-04-2021,Emaar Square Mall
I113430,C324204,Male,41,Books,3,45.45,Cash,30-01-2022,Kanyon
I113432,C872421,Female,37,Toys,2,71.68,Cash,21-07-2022,Cevahir AVM
I113437,C181027,Female,69,Clothing,2,600.16,Cash,09-11-2021,Istinye Park
I113441,C725149,Male,32,Cosmetics,1,40.66,Cash,27-11-2021,Kanyon
I113444,C139391,Female,43,Technology,4,4200.0,Debit Card,07-11-2022,Metrocity
I113445,C252281,Female,43,Cosmetics,1,40.66,Credit Card,29-01-2021,Kanyon
I113446,C336256,Female,57,Toys,4,143.36,Cash,01-09-2021,Istinye Park
I113448,C245858,Female,47,Clothing,1,300.08,Debit Card,24-02-2023,Metrocity
I113450,C110449,Female,38,Toys,4,143.36,Cash,11-08-2022,Metropol AVM
I113453,C134298,Female,40,Cosmetics,1,40.66,Credit Card,05-02-2021,Kanyon
I113462,C245873,Female,60,Clothing,4,1200.32,Credit Card,14-08-2022,Viaport Outlet
I113468,C265355,Female,37,Cosmetics,2,81.32,Credit Card,06-05-2022,Istinye Park
I113471,C831276,Female,31,Cosmetics,3,121.98,Cash,13-03-2021,Emaar Square Mall
I113475,C259446,Male,19,Cosmetics,4,162.64,Credit Card,26-09-2022,Metropol AVM
I113479,C105773,Male,35,Clothing,4,1200.32,Cash,16-06-2021,Mall of Istanbul
I113481,C176720,Male,61,Food & Beverage,3,15.69,Cash,04-11-2021,Metrocity
I113485,C284818,Male,25,Cosmetics,4,162.64,Credit Card,19-01-2021,Metrocity
I113489,C168648,Male,30,Food & Beverage,2,10.46,Cash,22-07-2021,Zorlu Center
I113490,C199979,Female,46,Souvenir,1,11.73,Credit Card,10-09-2022,Mall of Istanbul
I113491,C189253,Male,46,Toys,3,107.52,Credit Card,13-12-2021,Cevahir AVM
I113492,C124337,Female,26,Cosmetics,2,81.32,Cash,26-06-2021,Metrocity
I113497,C154386,Female,53,Books,4,60.6,Credit Card,04-03-2023,Forum Istanbul
I113498,C146082,Female,28,Food & Beverage,3,15.69,Credit Card,08-08-2022,Mall of Istanbul
I113499,C403893,Male,33,Books,5,75.75,Credit Card,01-08-2022,Metrocity
I113500,C419497,Female,61,Books,5,75.75,Cash,25-02-2021,Metrocity
I113502,C176794,Male,21,Cosmetics,5,203.3,Credit Card,11-04-2022,Istinye Park
I113503,C750531,Female,61,Food & Beverage,1,5.23,Debit Card,01-11-2022,Mall of Istanbul
I113510,C796539,Male,33,Cosmetics,4,162.64,Credit Card,22-09-2022,Kanyon
I113511,C289688,Female,53,Food & Beverage,4,20.92,Debit Card,17-01-2022,Forum Istanbul
I113516,C320074,Female,30,Clothing,5,1500.4,Cash,19-01-2022,Zorlu Center
I113519,C254215,Male,37,Cosmetics,2,81.32,Debit Card,23-11-2022,Istinye Park
I113521,C323472,Female,40,Clothing,5,1500.4,Credit Card,23-09-2022,Viaport Outlet
I113522,C105034,Male,39,Technology,2,2100.0,Credit Card,18-07-2022,Metropol AVM
I113524,C151388,Male,44,Technology,5,5250.0,Credit Card,15-01-2022,Mall of Istanbul
I113526,C258882,Female,26,Toys,2,71.68,Cash,07-03-2023,Kanyon
I113529,C325928,Male,37,Clothing,3,900.24,Cash,27-09-2022,Mall of Istanbul
I113530,C165916,Female,59,Cosmetics,2,81.32,Cash,05-02-2022,Zorlu Center
I113532,C862816,Female,41,Toys,5,179.2,Cash,21-01-2021,Viaport Outlet
I113535,C102860,Male,42,Clothing,5,1500.4,Debit Card,04-09-2022,Metropol AVM
I113536,C238946,Female,51,Clothing,4,1200.32,Cash,05-02-2021,Kanyon
I113537,C351966,Male,21,Food & Beverage,2,10.46,Cash,13-06-2022,Forum Istanbul
I113540,C473646,Male,26,Clothing,4,1200.32,Cash,01-03-2023,Metropol AVM
I113544,C154974,Female,37,Food & Beverage,1,5.23,Cash,25-07-2021,Kanyon
I113549,C208095,Female,38,Shoes,3,1800.51,Cash,03-06-2021,Forum Istanbul
I113550,C379565,Male,49,Books,1,15.15,Cash,12-05-2021,Metrocity
I113554,C702864,Male,24,Food & Beverage,3,15.69,Cash,29-09-2021,Metropol AVM
I113558,C705024,Female,41,Toys,1,35.84,Cash,17-04-2021,Kanyon
I113559,C213208,Male,30,Clothing,2,600.16,Debit Card,14-04-2021,Kanyon
I113562,C182890,Male,44,Toys,4,143.36,Cash,08-04-2022,Cevahir AVM
I113566,C833832,Female,31,Clothing,2,600.16,Cash,07-04-2022,Viaport Outlet
I113571,C291856,Male,58,Clothing,1,300.08,Credit Card,03-11-2021,Mall of Istanbul
I113574,C181188,Female,33,Clothing,4,1200.32,Debit Card,30-12-2022,Mall of Istanbul
I113575,C998904,Male,22,Shoes,2,1200.34,Cash,10-05-2021,Kanyon
I113582,C293187,Male,26,Clothing,4,1200.32,Cash,24-01-2023,Istinye Park
I113585,C115545,Male,51,Toys,1,35.84,Cash,23-05-2021,Istinye Park
I113586,C182708,Female,43,Cosmetics,2,81.32,Debit Card,28-01-2023,Kanyon
I113587,C202492,Female,32,Technology,3,3150.0,Cash,05-04-2021,Istinye Park
I113588,C200625,Male,21,Shoes,1,600.17,Cash,22-11-2021,Forum Istanbul
I113590,C146848,Male,45,Toys,3,107.52,Credit Card,09-10-2022,Kanyon
I113595,C253072,Male,35,Clothing,2,600.16,Cash,25-04-2021,Mall of Istanbul
I113596,C224001,Male,58,Clothing,4,1200.32,Cash,15-01-2021,Kanyon
I113598,C328865,Male,32,Clothing,4,1200.32,Cash,06-01-2023,Istinye Park
I113603,C272147,Female,28,Clothing,4,1200.32,Debit Card,09-07-2022,Zorlu Center
I113605,C144955,Female,37,Technology,5,5250.0,Credit Card,05-07-2021,Metrocity
I113609,C740319,Male,35,Toys,1,35.84,Cash,24-11-2022,Metrocity
I113616,C304448,Male,64,Clothing,2,600.16,Cash,24-09-2021,Cevahir AVM
I113617,C126890,Male,37,Clothing,1,300.08,Credit Card,02-05-2021,Metropol AVM
I113619,C210528,Male,55,Clothing,4,1200.32,Credit Card,23-03-2021,Metrocity
I113626,C191061,Female,48,Clothing,2,600.16,Credit Card,15-12-2021,Mall of Istanbul
I113627,C171788,Female,35,Toys,3,107.52,Credit Card,29-04-2021,Mall of Istanbul
I113637,C842189,Male,50,Food & Beverage,2,10.46,Credit Card,03-12-2022,Mall of Istanbul
I113644,C168041,Female,25,Clothing,3,900.24,Credit Card,23-10-2021,Metropol AVM
I113648,C720968,Female,40,Cosmetics,1,40.66,Debit Card,07-08-2021,Emaar Square Mall
I113649,C627713,Female,29,Food & Beverage,1,5.23,Cash,13-05-2022,Istinye Park
I113652,C315054,Female,57,Food & Beverage,3,15.69,Cash,13-05-2021,Kanyon
I113656,C145581,Female,52,Clothing,1,300.08,Credit Card,05-03-2022,Mall of Istanbul
I113667,C310388,Male,20,Food & Beverage,3,15.69,Credit Card,01-07-2021,Metrocity
I113671,C131878,Male,47,Clothing,5,1500.4,Cash,05-06-2021,Viaport Outlet
I113677,C905637,Male,20,Clothing,3,900.24,Cash,12-08-2021,Metropol AVM
I113681,C227244,Male,63,Souvenir,4,46.92,Debit Card,23-05-2022,Forum Istanbul
I113686,C656997,Male,57,Food & Beverage,4,20.92,Cash,11-08-2022,Cevahir AVM
I113687,C127361,Female,30,Toys,3,107.52,Credit Card,14-06-2022,Mall of Istanbul
I113688,C139620,Male,54,Clothing,3,900.24,Cash,11-08-2021,Kanyon
I113697,C883117,Female,59,Clothing,4,1200.32,Debit Card,17-08-2021,Cevahir AVM
I113698,C291642,Female,30,Cosmetics,3,121.98,Debit Card,25-03-2021,Metrocity
I113703,C166145,Female,41,Clothing,1,300.08,Cash,01-08-2021,Kanyon
I113708,C184408,Female,55,Books,2,30.3,Cash,16-10-2022,Viaport Outlet
I113709,C306151,Female,65,Clothing,3,900.24,Debit Card,13-12-2022,Mall of Istanbul
I113714,C200759,Male,52,Cosmetics,1,40.66,Credit Card,31-12-2021,Metropol AVM
I113715,C149292,Female,40,Clothing,5,1500.4,Cash,12-05-2021,Mall of Istanbul
I113716,C237702,Female,69,Food & Beverage,1,5.23,Cash,18-06-2022,Metropol AVM
I113721,C161406,Male,33,Cosmetics,3,121.98,Cash,28-07-2021,Kanyon
I113722,C166218,Female,25,Clothing,5,1500.4,Credit Card,12-09-2022,Mall of Istanbul
I113727,C126188,Female,22,Clothing,1,300.08,Cash,01-06-2022,Mall of Istanbul
I113728,C209716,Female,48,Clothing,4,1200.32,Debit Card,19-02-2023,Mall of Istanbul
I113732,C215699,Male,66,Shoes,3,1800.51,Cash,17-03-2022,Mall of Istanbul
I113733,C159873,Male,23,Shoes,4,2400.68,Credit Card,18-11-2021,Cevahir AVM
I113738,C328269,Male,25,Food & Beverage,3,15.69,Debit Card,14-06-2021,Mall of Istanbul
I113744,C710863,Female,24,Clothing,3,900.24,Credit Card,20-12-2022,Metropol AVM
I113748,C490033,Male,24,Toys,3,107.52,Credit Card,08-10-2022,Viaport Outlet
I113751,C282338,Male,67,Clothing,4,1200.32,Cash,30-03-2022,Metropol AVM
I113755,C211809,Male,31,Food & Beverage,5,26.15,Credit Card,13-07-2021,Mall of Istanbul
I113758,C195869,Female,32,Food & Beverage,5,26.15,Credit Card,26-07-2022,Metrocity
I113761,C285855,Female,38,Food & Beverage,3,15.69,Cash,09-12-2022,Mall of Istanbul
I113763,C258444,Male,23,Toys,3,107.52,Cash,08-02-2023,Emaar Square Mall
I113765,C289851,Male,35,Food & Beverage,4,20.92,Credit Card,25-05-2022,Metrocity
I113767,C261188,Male,68,Books,2,30.3,Credit Card,11-06-2021,Kanyon
I113769,C666641,Female,48,Clothing,1,300.08,Credit Card,13-02-2023,Zorlu Center
I113774,C333100,Male,38,Shoes,5,3000.85,Cash,07-02-2023,Kanyon
I113775,C268772,Male,57,Clothing,2,600.16,Debit Card,21-11-2021,Zorlu Center
I113776,C149793,Female,35,Clothing,3,900.24,Debit Card,07-10-2021,Kanyon
I113778,C210502,Male,49,Clothing,4,1200.32,Debit Card,15-11-2022,Metrocity
I113786,C795734,Female,64,Toys,1,35.84,Credit Card,20-10-2021,Istinye Park
I113797,C949717,Female,56,Clothing,3,900.24,Cash,17-07-2022,Zorlu Center
I113801,C152094,Male,46,Technology,3,3150.0,Credit Card,10-06-2022,Kanyon
I113805,C127239,Female,59,Clothing,1,300.08,Credit Card,13-06-2022,Mall of Istanbul
I113806,C878682,Male,60,Technology,2,2100.0,Debit Card,20-10-2022,Istinye Park
I113808,C155786,Female,61,Souvenir,1,11.73,Debit Card,21-02-2022,Kanyon
I113812,C463587,Male,68,Shoes,4,2400.68,Cash,29-08-2021,Metrocity
I113813,C253851,Female,19,Clothing,1,300.08,Cash,03-12-2021,Mall of Istanbul
I113814,C149296,Female,48,Souvenir,4,46.92,Credit Card,18-03-2022,Kanyon
I113818,C262897,Female,25,Clothing,3,900.24,Credit Card,13-12-2021,Istinye Park
I113828,C461248,Female,36,Shoes,3,1800.51,Cash,15-08-2022,Forum Istanbul
I113829,C697465,Female,39,Books,2,30.3,Cash,10-10-2022,Mall of Istanbul
I113830,C222285,Female,18,Clothing,4,1200.32,Cash,20-06-2022,Viaport Outlet
I113831,C107418,Female,52,Cosmetics,3,121.98,Debit Card,04-09-2021,Kanyon
I113835,C170286,Female,24,Food & Beverage,1,5.23,Credit Card,06-04-2022,Kanyon
I113836,C256481,Female,30,Toys,3,107.52,Debit Card,11-10-2022,Kanyon
I113838,C575931,Female,39,Shoes,5,3000.85,Credit Card,10-02-2023,Mall of Istanbul
I113840,C224278,Female,46,Clothing,2,600.16,Credit Card,03-03-2021,Metrocity
I113843,C252876,Female,39,Cosmetics,3,121.98,Credit Card,17-01-2022,Viaport Outlet
I113848,C265069,Female,53,Cosmetics,5,203.3,Credit Card,25-03-2022,Metrocity
